no,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,combined_notes,cluster
188,BURBERRY,Weekend,197,160.0,100,edp,Women,oriental,violet root iris nectarine peach blossom rose hip red cyclamen and blue hyacinth,violet root iris nectarine peach blossom rose hip red cyclamen blue hyacinth,4.06,AMLAQ,3.09,135,oriental violet root iris nectarine peach blossom rose hip red cyclamen and blue hyacinth violet root iris nectarine peach blossom rose hip red cyclamen blue hyacinth,0
194,AIGNER,Debut,220,143.75,100,edp,Women,citrus,patchouli cedar vanilla white musk and oak moss,luminous orange blossom water lily jasmine and sunflower seed,4.05,noon,4.02,98.1K,citrus patchouli cedar vanilla white musk and oak moss luminous orange blossom water lily jasmine and sunflower seed,0
196,Roberto Cavalli,Serpentine,286,162.85,100,edp,Women,arabian,tolu balsam sandalwood amber,violet leaf tiare flower pepper frangipani,4.04,noon,4.02,98.1K,arabian tolu balsam sandalwood amber violet leaf tiare flower pepper frangipani,0
200,LACOSTE,Touch Of Pink,249,90.0,90,edt,Women,floral,sandalwood musk vanilla,carrot seeds coriander jasmine violet leaf cardamom,5.0,Cute Shop,3.07,347,floral sandalwood musk vanilla carrot seeds coriander jasmine violet leaf cardamom,0
204,TED LAPIDUS,Creation,101,50.0,100,edt,Women,floral,jasmine rose tuberose carnation,jasmine rose tuberose carnation,4.07,alkhalijiah  perfume,3.05,88,floral jasmine rose tuberose carnation jasmine rose tuberose carnation,0
208,LACOSTE,Lacoste,310,98.95,50,edp,Women,floral,himalayan cedar warm woman skin accord sandal and incense,heliotrope and jasmine in an alliance with hibiscus blossom and bulgarian rose,4.06,noon,4.02,98.1K,floral himalayan cedar warm woman skin accord sandal and incense heliotrope and jasmine in an alliance with hibiscus blossom and bulgarian rose,0
213,LANVIN,Rumeur,154,71.0,100,edp,Women,floral,amber patchouli musk,orange blossom plum rose jasmine lily of the valley,5.0,top langri,3.07,347,floral amber patchouli musk orange blossom plum rose jasmine lily of the valley,0
214,GUCCI,Oud,690,380.0,75,edp,Women,spicy,natural oud oil and patchouli,bulgarian rose and orange flower,4.02,AMLAQ,3.09,135,spicy natural oud oil and patchouli bulgarian rose and orange flower,0
215,CHLOE,Love Story,383,237.0,50,edp,Men,floral,sandalwood amber musk vetiver and brazilian rosewood,coriander lily orange blossom juniper berries basil jasmine sage lilyofthevalley and geranium,4.0,hadayiq baris,3.08,122,floral sandalwood amber musk vetiver and brazilian rosewood coriander lily orange blossom juniper berries basil jasmine sage lilyofthevalley and geranium,0
218,Jimmy Choo,jimmy,441,188.95,100,edp,Women,floral,coffee patchouli,orchid,5.0,Faces,3.09,61,floral coffee patchouli orchid,0
221,Calvin Klein,Euphoria Amber Gold,327,166.0,100,edp,Unisex,arabian,lemon mint and wood moss,sandalwood and cedar,5.0,noon,4.02,98.1K,arabian lemon mint and wood moss sandalwood and cedar,0
222,Britney Spears,Fantasy,189,89.95,100,edp,Women,floral,creamy musk orris root sensual woods,cupcakes white chocolate orchid jasmine petals,5.0,noon,4.02,98.1K,floral creamy musk orris root sensual woods cupcakes white chocolate orchid jasmine petals,0
233,BURBERRY,Brit Rhythm Intense,370,136.65,90,edt,Men,spicy,cashmere woodcoumaringuaiac woodleathersandalwoodtonka beansvanilla,amberbasillavendermintpatchouli,4.06,noon,4.02,98.1K,spicy cashmere woodcoumaringuaiac woodleathersandalwoodtonka beansvanilla amberbasillavendermintpatchouli,0
235,Lancome,Miracle,514,242.0,100,edp,Women,arabian,amber musk jasmine,magnolia ginger mandarin orange pepper jasmine,5.0,Parfume-Stor,4.02,98,arabian amber musk jasmine magnolia ginger mandarin orange pepper jasmine,0
248,Mancera,Cedrat Boise,413,253.0,120,edp,Unisex,aromaticcitrus,leatheroakmossvanillawoody notes,patchouli leaves,5.0,Star.perfume,3.07,537,aromaticcitrus leatheroakmossvanillawoody notes patchouli leaves,0
263,VERSACE,L'Homme,185,145.0,100,edt,Men,citrus,amberlabdanumleathermusktonka beansvanilla,carnationcedarcinnamonjasminepatchoulirosesandalwood,4.02,AMLAQ,3.09,135,citrus amberlabdanumleathermusktonka beansvanilla carnationcedarcinnamonjasminepatchoulirosesandalwood,0
269,Paris Hilton,Fairy Dust,94,94.0,100,edp,Women,floral,vanilla musk pacsuli,peachgardenialotus,3.07,fajr-perfume,3.08,23,floral vanilla musk pacsuli peachgardenialotus,0
270,PRIVE,Windsor,39,29.95,100,edp,Women,fruity,vanilla blackberry amber,jasmine magnalio orange bloosm,3.0,VIP.PARFUME,4.01,5,fruity vanilla blackberry amber jasmine magnalio orange bloosm,0
279,Jacomo,Silences,158,143.95,100,edp,Women,floral,woodymusky,danmask roseirisnarcissus,5.0,AMLAQ,3.09,135,floral woodymusky danmask roseirisnarcissus,0
282,GUESS,Marciano,108.95,108.95,100,edp,Women,floral,powdery vanilla musk and woody accord,floral rhythm of peony pink honeysuckle and intensively clean and sweet jasmine,5.0,Luxury,412.0,7,floral powdery vanilla musk and woody accord floral rhythm of peony pink honeysuckle and intensively clean and sweet jasmine,0
293,Jean Paul GAULTIER,Scandal,622,350.0,80,edp,Women,floral,sandalwood caramel beeswax patchouli,honey peach orange blossom jasmine gardenia,5.0,Faces,3.09,61,floral sandalwood caramel beeswax patchouli honey peach orange blossom jasmine gardenia,0
297,DORALL COLLECTION,Dionysus,39,10.06,100,edt,Men,floral,aromatic cedarwood tonka amber and vetiver,ozonic tones with geranium violet cool eucalyptus and crisp green apple,3.0,B.A.G,3.07,14.1K,floral aromatic cedarwood tonka amber and vetiver ozonic tones with geranium violet cool eucalyptus and crisp green apple,0
298,Genie,1029 Collection,43,17.08,40,edp,Women,fruity,vegetal amber musk and mahogany,magnolia lotus and peony,4.08,Parisian Store,3.09,425,fruity vegetal amber musk and mahogany magnolia lotus and peony,0
312,jennifer lopez,Live Luxe,168,95.0,100,edp,Women,fresh,diamond musk soft musk,muguet petals exotic amethyst freesia,5.0,neo lek,3.05,88,fresh diamond musk soft musk muguet petals exotic amethyst freesia,0
313,Guerlain,Mon Florale,635,319.0,100,edp,Women,floral,vanilla iris sandalwood,floral notes peony jasmine sambac ylangylang neroli peach lilyofthevalley,4.08,Faces,3.09,61,floral vanilla iris sandalwood floral notes peony jasmine sambac ylangylang neroli peach lilyofthevalley,0
314,GUCCI,Guilty Intense,330,224.0,90,edt,Men,floral,patchouli virginia cedar amber,african orange flower neroli,4.04,flower,3.09,33,floral patchouli virginia cedar amber african orange flower neroli,0
316,Michael Kors,kors,419,273.0,100,edp,Women,floral,musk cashmere wood vetiver,tuberose iris peony orris root arum lily,5.0,Beautiful Live,4.02,7,floral musk cashmere wood vetiver tuberose iris peony orris root arum lily,0
318,Ajmal,Teenz,134,74.85,50,edp,Women,floral,floral fruity musky,fruity musky,4.05,noon,4.02,98.1K,floral floral fruity musky fruity musky,0
324,GUCCI,Premiere,570,292.95,75,edp,Women,floral,patchouli and sandalwood,orange blossom and musk,2.0,AMLAQ,3.09,135,floral patchouli and sandalwood orange blossom and musk,0
331,BVLGARI,Omnia Crystalline,504,279.0,65,edt,Women,woody,white sandalwood benzoin from siam and musks,lotus flower orris concrete and heliotrope,5.0,KAYA,4.03,4K,woody white sandalwood benzoin from siam and musks lotus flower orris concrete and heliotrope,0
333,Ard Al Zaafaran,Oud Sharqia,65,18.04,80,edp,Unisex,arabian,sweet wood,citric,4.04,King-Perfume,4.02,450,arabian sweet wood citric,0
336,Calvin Klein,Reveal,427,169.0,100,edp,Women,floral,vetiver sandalwood cashmere and musk,powdery iris and ambergris,4.04,Faces,3.06,61,floral vetiver sandalwood cashmere and musk powdery iris and ambergris,0
340,Britney Spears,Fantasy,314,99.0,100,edp,Women,floral,creamy musk orris root and sensual woods,cupcake jasmine and white chocolate orchid,4.05,noon,4.02,98.1K,floral creamy musk orris root and sensual woods cupcake jasmine and white chocolate orchid,0
348,Parfums De Marly,Pegasus,914,245.0,125,edt,Men,citrus,ambergris musk,iris orange blossom,4.05,hadayiq baris,3.08,122,citrus ambergris musk iris orange blossom,0
350,TRUSSARDI,Uomo,260,143.75,100,edt,Men,floral,patchoulioak mossleather,geraniumvioletclary sage,4.01,Parvant Store,3.08,76,floral patchoulioak mossleather geraniumvioletclary sage,0
354,Fendi,Furiosa,207,101.85,50,edp,Women,floral,amber incense guaiac wood,jasmine violaciocca flower and gardenia,4.06,noon,4.02,98.1K,floral amber incense guaiac wood jasmine violaciocca flower and gardenia,0
357,Miu Miu,miu miu,515,249.95,100,edp,Women,floral,akigalawood,green notes jasmine rose,5.0,noon,4.02,98.1K,floral akigalawood green notes jasmine rose,0
358,Givenchy,L'Interdit,446,228.0,50,edp,Women,floral,vetiver patchouli ambroxan and vanilla,orange blossom jasmine and tuberose,5.0,Brand Land,43.0,4K,floral vetiver patchouli ambroxan and vanilla orange blossom jasmine and tuberose,0
